FinancialYear,SettlementDate,SettlementPeriod,1,2,3,4,5,6,7,8,9
2020/21,10/04/2020,3,2,13,1,7,38,38,30,15,20
2020/21,10/04/2020,4,2,9,1,7,36,36,36,18,20
2020/21,10/04/2020,5,2,9,1,6,34,34,26,13,25
2020/21,10/04/2020,6,1,11,1,5,28,28,32,16,26
2020/21,10/04/2020,7,1,12,1,3,22,22,26,13,29
2020/21,10/04/2020,8,1,11,1,1,19,19,22,11,35
2020/21,10/04/2020,9,1,10,1,1,18,18,28,14,31
2020/21,10/04/2020,10,1,7,0,2,20,20,28,14,24
2020/21,10/04/2020,11,1,5,0,2,19,19,28,14,16
2020/21,10/04/2020,12,2,4,0,4,19,19,30,15,14
2020/21,10/04/2020,13,2,4,0,2,20,20,24,12,13
2020/21,10/04/2020,14,2,5,0,0,18,18,22,11,9
2020/21,10/04/2020,15,1,4,0,0,18,18,20,10,13
2020/21,10/04/2020,16,1,3,0,0,19,19,20,10,13
2020/21,10/04/2020,17,1,2,0,0,18,18,16,8,15
2020/21,10/04/2020,18,1,2,0,0,20,20,16,8,19
2020/21,10/04/2020,19,1,2,0,0,13,13,16,8,25
2020/21,10/04/2020,20,1,4,0,0,7,7,20,10,28
2020/21,10/04/2020,21,1,3,0,0,7,7,24,12,24
2020/21,10/04/2020,22,1,3,0,0,8,8,18,9,23
2020/21,10/04/2020,23,1,4,0,0,9,9,28,14,24
2020/21,10/04/2020,24,1,3,0,0,10,10,34,17,21
2020/21,10/04/2020,25,1,3,0,0,14,14,32,16,22
2020/21,10/04/2020,26,1,2,0,0,14,14,28,14,19
2020/21,10/04/2020,27,1,3,0,1,15,15,32,16,23
2020/21,10/04/2020,28,1,3,0,1,16,16,30,15,26
2020/21,10/04/2020,29,1,6,1,1,19,19,46,23,30
2020/21,10/04/2020,30,1,7,1,2,23,23,56,28,35
2020/21,10/04/2020,31,1,5,1,2,25,25,56,28,39
2020/21,10/04/2020,32,1,4,0,2,25,25,54,27,39
2020/21,10/04/2020,33,1,3,0,1,26,26,52,26,39
2020/21,10/04/2020,34,1,6,0,1,25,25,54,27,35
2020/21,10/04/2020,35,1,8,2,1,26,26,60,30,32
2020/21,10/04/2020,36,1,11,1,1,31,31,58,29,39
2020/21,10/04/2020,37,1,-1,0,2,35,35,56,28,50
2020/21,10/04/2020,38,1,1,1,3,45,45,60,30,58
2020/21,10/04/2020,39,1,6,1,4,53,53,52,26,75
2020/21,10/04/2020,40,1,10,1,5,49,49,48,24,88
2020/21,10/04/2020,41,1,14,1,8,45,45,48,24,94
2020/21,10/04/2020,42,2,18,1,10,44,44,50,25,102
2020/21,10/04/2020,43,2,18,0,5,44,44,50,25,103
2020/21,10/04/2020,44,1,19,1,1,37,37,48,24,103
2020/21,10/04/2020,45,1,12,2,4,34,34,54,27,103
2020/21,10/04/2020,46,1,10,3,6,47,47,68,34,103
2020/21,10/04/2020,47,4,9,3,10,67,67,76,38,103
2020/21,10/04/2020,48,2,6,3,14,76,76,80,40,103
2020/21,11/04/2020,1,3,3,2,16,75,75,78,39,102
2020/21,11/04/2020,2,3,4,2,16,55,55,72,36,95
2020/21,11/04/2020,3,2,8,2,15,36,36,66,33,78
2020/21,11/04/2020,4,3,7,1,17,35,35,66,33,53
2020/21,11/04/2020,5,3,3,2,21,38,38,66,33,30
2020/21,11/04/2020,6,4,9,1,32,45,45,74,37,21
2020/21,11/04/2020,7,3,14,1,35,49,49,78,39,25
2020/21,11/04/2020,8,3,21,1,45,46,46,62,31,44
2020/21,11/04/2020,9,3,17,1,39,41,41,46,23,59
2020/21,11/04/2020,10,5,17,20,45,28,28,30,15,50
2020/21,11/04/2020,11,7,17,1,43,20,20,24,12,44
2020/21,11/04/2020,12,10,12,1,36,15,15,18,9,53
2020/21,11/04/2020,13,6,12,3,34,9,9,18,9,49
2020/21,11/04/2020,14,11,14,4,22,6,6,22,11,43
2020/21,11/04/2020,15,17,15,5,19,3,3,28,14,32
2020/21,11/04/2020,16,18,19,4,20,2,2,30,15,31
2020/21,11/04/2020,17,21,16,1,26,1,1,32,16,28
2020/21,11/04/2020,18,16,20,1,37,4,4,34,17,23
2020/21,11/04/2020,19,13,26,1,48,6,6,24,12,21
2020/21,11/04/2020,20,21,31,6,63,6,6,18,9,15
2020/21,11/04/2020,21,22,57,10,57,3,3,18,9,9
2020/21,11/04/2020,22,22,55,19,36,1,1,16,8,6
2020/21,11/04/2020,23,23,46,26,32,1,1,16,8,3
2020/21,11/04/2020,24,21,30,23,41,3,3,12,6,1
2020/21,11/04/2020,25,32,28,30,29,3,3,12,6,1
2020/21,11/04/2020,26,30,24,22,19,2,2,10,5,3
2020/21,11/04/2020,27,25,18,9,24,2,2,10,5,3
2020/21,11/04/2020,28,25,11,6,29,2,2,12,6,3
2020/21,11/04/2020,29,23,17,5,26,2,2,12,6,6
2020/21,11/04/2020,30,22,20,11,22,1,1,18,9,7
2020/21,11/04/2020,31,32,17,16,24,2,2,26,13,7
2020/21,11/04/2020,32,32,15,18,25,2,2,32,16,8
2020/21,11/04/2020,33,32,29,20,33,2,2,34,17,9
2020/21,11/04/2020,34,32,34,23,31,3,3,36,18,2
2020/21,11/04/2020,35,26,36,16,24,3,3,52,26,11
2020/21,11/04/2020,36,24,31,10,19,4,4,64,32,19
2020/21,11/04/2020,37,23,23,7,15,4,4,58,29,41
2020/21,11/04/2020,38,22,23,3,18,7,7,58,29,59
2020/21,11/04/2020,39,20,25,1,19,8,8,32,16,62
2020/21,11/04/2020,40,18,28,2,20,8,8,26,13,53
2020/21,11/04/2020,41,12,21,4,23,9,9,28,14,54
2020/21,11/04/2020,42,19,15,2,17,5,5,6,3,41
2020/21,11/04/2020,43,17,18,2,12,3,3,2,1,35
2020/21,11/04/2020,44,12,13,2,15,5,5,2,1,30
2020/21,11/04/2020,45,13,11,1,11,4,4,8,4,37
2020/21,11/04/2020,46,16,17,0,11,6,6,4,2,37
2020/21,11/04/2020,47,12,16,2,7,9,9,2,1,23
2020/21,11/04/2020,48,11,15,1,7,9,9,2,1,16
2020/21,12/04/2020,1,12,10,1,11,6,6,4,2,13
2020/21,12/04/2020,2,10,5,0,10,4,4,4,2,9
2020/21,12/04/2020,3,10,7,0,9,2,2,2,1,5
2020/21,12/04/2020,4,18,7,0,8,1,1,2,1,9
2020/21,12/04/2020,5,21,4,1,9,5,5,2,1,4
2020/21,12/04/2020,6,27,3,0,2,4,4,0,0,2
2020/21,12/04/2020,7,18,2,0,7,4,4,0,0,4
2020/21,12/04/2020,8,8,3,0,8,1,1,0,0,3
2020/21,12/04/2020,9,10,4,0,4,2,2,0,0,5
2020/21,12/04/2020,10,13,8,0,5,3,3,0,0,5
2020/21,12/04/2020,11,15,13,1,5,6,6,0,0,3
2020/21,12/04/2020,12,17,12,4,4,5,5,0,0,2
2020/21,12/04/2020,13,15,8,11,2,5,5,0,0,3
2020/21,12/04/2020,14,12,1,9,4,4,4,0,0,7
2020/21,12/04/2020,15,11,0,4,4,3,3,0,0,6
2020/21,12/04/2020,16,15,0,1,4,3,3,0,0,1
2020/21,12/04/2020,17,19,0,1,1,4,4,0,0,1
2020/21,12/04/2020,18,19,0,1,2,3,3,0,0,2
2020/21,12/04/2020,19,22,1,7,2,1,1,0,0,1
2020/21,12/04/2020,20,20,4,5,4,4,4,0,0,1
2020/21,12/04/2020,21,17,4,2,2,1,1,0,0,6
2020/21,12/04/2020,22,15,4,1,10,2,2,0,0,8
2020/21,12/04/2020,23,17,5,2,12,2,2,0,0,9
2020/21,12/04/2020,24,18,6,2,13,5,5,0,0,17
2020/21,12/04/2020,25,16,7,2,11,4,4,0,0,20
2020/21,12/04/2020,26,20,9,2,18,5,5,0,0,25
2020/21,12/04/2020,27,22,10,2,30,4,4,0,0,28
2020/21,12/04/2020,28,26,13,3,35,2,2,0,0,36
2020/21,12/04/2020,29,22,19,7,54,1,1,0,0,37
2020/21,12/04/2020,30,20,29,13,61,2,2,0,0,51
2020/21,12/04/2020,31,23,41,21,48,4,4,2,1,75
2020/21,12/04/2020,32,24,37,28,44,3,3,2,1,82
2020/21,12/04/2020,33,23,56,28,43,3,3,8,4,85
2020/21,12/04/2020,34,24,55,31,41,2,2,24,12,97
2020/21,12/04/2020,35,20,48,31,36,2,2,46,23,103
2020/21,12/04/2020,36,20,68,32,48,9,9,58,29,103
2020/21,12/04/2020,37,19,88,37,135,31,31,76,38,103
2020/21,12/04/2020,38,20,89,53,123,35,35,84,42,103
2020/21,12/04/2020,39,19,89,51,82,44,44,84,42,103
2020/21,12/04/2020,40,8,89,52,117,67,67,86,43,103
2020/21,12/04/2020,41,19,91,54,139,78,78,86,43,103
2020/21,12/04/2020,42,16,87,58,121,76,76,84,42,102
2020/21,12/04/2020,43,10,87,56,134,79,79,82,41,100
2020/21,12/04/2020,44,9,84,55,128,71,71,78,39,93
2020/21,12/04/2020,45,11,81,55,107,68,68,72,36,103
2020/21,12/04/2020,46,11,84,57,101,74,74,80,40,103
2020/21,12/04/2020,47,11,84,54,82,79,79,82,41,103
2020/21,12/04/2020,48,9,89,55,70,79,79,86,43,103
2020/21,13/04/2020,1,8,91,51,131,79,79,88,44,103
2020/21,13/04/2020,2,8,86,5,115,79,79,88,44,103
2020/21,13/04/2020,3,8,78,48,87,79,79,88,44,103
2020/21,13/04/2020,4,7,77,24,80,79,79,88,44,103
2020/21,13/04/2020,5,7,71,44,79,79,79,88,44,103
2020/21,13/04/2020,6,6,69,42,11,79,79,88,44,103
2020/21,13/04/2020,7,6,81,5,71,79,79,88,44,103
2020/21,13/04/2020,8,5,69,43,77,79,79,88,44,103
2020/21,13/04/2020,9,4,66,41,74,79,79,88,44,99
2020/21,13/04/2020,10,1,63,410,73,79,79,88,44,100
2020/21,13/04/2020,11,2,20,34,48,79,79,88,44,96
2020/21,13/04/2020,12,3,52,29,38,79,79,88,44,103
2020/21,13/04/2020,13,1,46,36,5,79,79,88,44,97
2020/21,13/04/2020,14,2,49,32,34,79,79,88,44,103
2020/21,13/04/2020,15,3,49,28,26,79,79,88,44,101
2020/21,13/04/2020,16,1,18,11,36,79,79,88,44,97
2020/21,13/04/2020,17,3,34,27,7,79,79,86,43,100
2020/21,13/04/2020,18,2,33,24,6,79,79,86,43,98
2020/21,13/04/2020,19,2,28,22,24,79,79,86,43,100
2020/21,13/04/2020,20,3,15,16,21,79,79,88,44,87
2020/21,13/04/2020,21,2,13,10,17,79,79,70,35,96
2020/21,13/04/2020,22,2,9,6,13,79,79,56,28,81
2020/21,13/04/2020,23,3,8,6,9,79,79,66,33,75
2020/21,13/04/2020,24,1,7,5,6,79,79,66,33,57
2020/21,13/04/2020,25,1,5,4,6,79,79,68,34,49
2020/21,13/04/2020,26,2,4,4,6,79,79,48,24,48
2020/21,13/04/2020,27,2,3,3,4,79,79,46,23,48
2020/21,13/04/2020,28,4,1,2,2,79,79,52,26,41
2020/21,13/04/2020,29,5,0,1,3,79,79,48,24,47
2020/21,13/04/2020,30,5,-1,1,1,77,77,54,27,45
2020/21,13/04/2020,31,6,-1,2,2,79,79,68,34,48
2020/21,13/04/2020,32,6,-1,1,2,80,80,52,26,55
2020/21,13/04/2020,33,5,-1,1,1,80,80,54,27,51
2020/21,13/04/2020,34,7,-1,1,0,80,80,46,23,45
2020/21,13/04/2020,35,4,0,0,0,80,80,44,22,41
2020/21,13/04/2020,36,3,0,0,0,80,80,46,23,45
2020/21,13/04/2020,37,2,-1,0,0,78,78,62,31,47
2020/21,13/04/2020,38,2,-1,0,0,78,78,46,23,57
2020/21,13/04/2020,39,1,-1,0,0,76,76,46,23,59
2020/21,13/04/2020,40,2,-1,1,0,78,78,46,23,50
2020/21,13/04/2020,41,3,-1,1,0,73,73,48,24,38
2020/21,13/04/2020,42,3,-1,0,0,68,68,40,20,43
2020/21,13/04/2020,43,2,-1,0,0,66,66,46,23,39
2020/21,13/04/2020,44,2,-1,0,0,64,64,40,20,22
2020/21,13/04/2020,45,1,-1,2,0,63,63,38,19,38
2020/21,13/04/2020,46,1,0,0,0,59,59,38,19,34
2020/21,13/04/2020,47,1,4,0,0,40,40,16,8,19
2020/21,13/04/2020,48,1,4,0,1,38,38,12,6,9
2020/21,14/04/2020,1,1,6,0,1,39,39,16,8,7
2020/21,14/04/2020,2,2,7,0,2,18,18,22,11,6
2020/21,14/04/2020,3,2,8,0,5,34,34,4,2,13
2020/21,14/04/2020,4,3,10,1,10,28,28,8,4,10
2020/21,14/04/2020,5,2,13,3,15,22,22,10,5,2
2020/21,14/04/2020,6,3,12,7,18,19,19,10,5,2
2020/21,14/04/2020,7,2,12,8,16,14,14,6,3,1
2020/21,14/04/2020,8,2,16,7,15,17,17,4,2,3
2020/21,14/04/2020,9,2,18,7,18,12,12,10,5,3
2020/21,14/04/2020,10,2,14,80,22,14,14,6,3,13
2020/21,14/04/2020,11,2,11,9,23,18,18,14,7,17
2020/21,14/04/2020,12,1,8,8,21,13,13,6,3,14
2020/21,14/04/2020,13,1,7,7,24,8,8,14,7,10
2020/21,14/04/2020,14,1,7,7,23,10,10,14,7,10
2020/21,14/04/2020,15,2,6,8,32,10,10,6,3,11
2020/21,14/04/2020,16,6,6,7,31,10,10,14,7,7
2020/21,14/04/2020,17,7,10,6,31,11,11,4,2,7
2020/21,14/04/2020,18,9,12,9,39,5,5,4,2,10
2020/21,14/04/2020,19,2,10,8,41,7,7,2,1,3
2020/21,14/04/2020,20,5,9,7,40,8,8,2,1,0
2020/21,14/04/2020,21,5,8,7,33,1,1,4,2,0
2020/21,14/04/2020,22,4,9,7,31,4,4,2,1,0
2020/21,14/04/2020,23,4,9,8,34,6,6,0,0,0
2020/21,14/04/2020,24,6,15,8,36,6,6,0,0,0
2020/21,14/04/2020,25,9,15,10,39,7,7,0,0,0
2020/21,14/04/2020,26,4,16,10,38,6,6,0,0,2
2020/21,14/04/2020,27,6,17,10,39,5,5,0,0,5
2020/21,14/04/2020,28,6,17,10,39,4,4,0,0,8
2020/21,14/04/2020,29,9,15,8,35,3,3,0,0,11
2020/21,14/04/2020,30,9,12,6,47,3,3,0,0,11
2020/21,14/04/2020,31,10,15,6,50,4,4,0,0,13
2020/21,14/04/2020,32,11,14,7,51,5,5,0,0,24
2020/21,14/04/2020,33,19,12,5,42,5,5,0,0,30
2020/21,14/04/2020,34,12,10,3,29,4,4,0,0,30
2020/21,14/04/2020,35,12,10,3,23,4,4,0,0,29
2020/21,14/04/2020,36,16,9,3,16,5,5,0,0,26
2020/21,14/04/2020,37,12,11,4,14,4,4,0,0,28
2020/21,14/04/2020,38,13,9,2,14,3,3,2,1,33
2020/21,14/04/2020,39,12,10,1,17,2,2,6,3,31
2020/21,14/04/2020,40,7,14,3,18,2,2,8,4,41
2020/21,14/04/2020,41,3,13,1,21,2,2,16,8,57
2020/21,14/04/2020,42,4,8,2,21,2,2,22,11,59
2020/21,14/04/2020,43,4,7,2,18,1,1,24,12,54
2020/21,14/04/2020,44,3,7,2,20,1,1,30,15,47
2020/21,14/04/2020,45,1,10,1,20,1,1,40,20,48
2020/21,14/04/2020,46,1,10,1,19,1,1,32,16,44
2020/21,14/04/2020,47,4,10,2,18,1,1,32,16,31
2020/21,14/04/2020,48,6,8,1,19,1,1,34,17,26
2020/21,15/04/2020,1,12,8,1,17,1,1,30,15,10
2020/21,15/04/2020,2,10,7,1,16,1,1,22,11,10
2020/21,15/04/2020,3,8,10,1,15,1,1,18,9,9
2020/21,15/04/2020,4,10,13,1,17,1,1,20,10,6
2020/21,15/04/2020,5,9,11,1,18,1,1,20,10,7
2020/21,15/04/2020,6,13,11,1,18,1,1,18,9,11
2020/21,15/04/2020,7,14,11,1,19,1,1,14,7,11
2020/21,15/04/2020,8,14,11,0,16,1,1,14,7,9
2020/21,15/04/2020,9,17,13,0,12,1,1,14,7,18
2020/21,15/04/2020,10,13,13,10,13,1,1,14,7,23
2020/21,15/04/2020,11,10,11,1,17,3,3,14,7,20
2020/21,15/04/2020,12,6,12,2,22,2,2,14,7,11
2020/21,15/04/2020,13,7,15,3,28,1,1,12,6,10
2020/21,15/04/2020,14,8,21,3,26,0,0,14,7,8
2020/21,15/04/2020,15,8,23,2,17,0,0,18,9,3
2020/21,15/04/2020,16,20,18,2,15,1,1,12,6,2
2020/21,15/04/2020,17,18,12,1,18,1,1,12,6,4
2020/21,15/04/2020,18,23,10,1,25,1,1,10,5,4
2020/21,15/04/2020,19,29,10,1,31,1,1,10,5,3
2020/21,15/04/2020,20,29,10,1,36,0,0,8,4,2
2020/21,15/04/2020,21,29,13,1,36,0,0,10,5,3
2020/21,15/04/2020,22,30,13,1,22,0,0,8,4,12
2020/21,15/04/2020,23,32,17,2,22,0,0,6,3,11
2020/21,15/04/2020,24,32,17,2,20,0,0,2,1,9
2020/21,15/04/2020,25,32,16,3,23,1,1,4,2,6
2020/21,15/04/2020,26,31,16,3,27,1,1,4,2,1
2020/21,15/04/2020,27,29,20,5,27,1,1,0,0,3
2020/21,15/04/2020,28,27,20,3,19,1,1,0,0,3
2020/21,15/04/2020,29,24,13,1,15,2,2,0,0,3
2020/21,15/04/2020,30,21,9,1,15,4,4,2,1,4
2020/21,15/04/2020,31,27,6,1,12,7,7,6,3,2
2020/21,15/04/2020,32,26,6,1,12,6,6,4,2,5
2020/21,15/04/2020,33,27,5,2,12,10,10,6,3,8
2020/21,15/04/2020,34,13,7,1,12,11,11,6,3,12
2020/21,15/04/2020,35,23,5,1,10,10,10,6,3,19
2020/21,15/04/2020,36,27,5,1,6,11,11,8,4,15
2020/21,15/04/2020,37,27,4,1,5,13,13,14,7,30
2020/21,15/04/2020,38,30,3,2,4,15,15,20,10,29
2020/21,15/04/2020,39,29,6,2,3,13,13,20,10,37
2020/21,15/04/2020,40,30,9,3,8,15,15,16,8,35
2020/21,15/04/2020,41,32,11,3,2,21,21,16,8,30
2020/21,15/04/2020,42,29,7,4,1,20,20,18,9,26
2020/21,15/04/2020,43,20,6,3,3,17,17,14,7,24
2020/21,15/04/2020,44,13,8,1,2,16,16,18,9,24
2020/21,15/04/2020,45,5,1,1,10,17,17,12,6,25
2020/21,15/04/2020,46,11,4,1,1,17,17,16,8,10
2020/21,15/04/2020,47,11,3,1,0,13,13,20,10,16
2020/21,15/04/2020,48,7,0,1,0,9,9,8,4,24
2020/21,16/04/2020,1,3,0,1,1,9,9,6,3,28
2020/21,16/04/2020,2,4,0,2,1,8,8,4,2,36
2020/21,16/04/2020,3,4,0,1,9,8,8,2,1,30
2020/21,16/04/2020,4,4,4,2,1,10,10,2,1,17
2020/21,16/04/2020,5,3,7,2,0,12,12,2,1,10
2020/21,16/04/2020,6,3,9,7,0,13,13,2,1,5
2020/21,16/04/2020,7,4,12,11,5,7,7,0,0,2
2020/21,16/04/2020,8,2,28,15,13,4,4,0,0,1
2020/21,16/04/2020,9,2,37,19,26,6,6,0,0,0
2020/21,16/04/2020,10,2,47,180,29,7,7,0,0,0
2020/21,16/04/2020,11,2,42,16,35,7,7,0,0,0
2020/21,16/04/2020,12,2,42,16,46,6,6,0,0,0
2020/21,16/04/2020,13,2,47,20,43,6,6,0,0,0
2020/21,16/04/2020,14,1,50,24,43,6,6,0,0,0
2020/21,16/04/2020,15,1,53,29,39,8,8,0,0,0
2020/21,16/04/2020,16,3,51,25,34,9,9,4,2,0
2020/21,16/04/2020,17,2,49,22,32,9,9,8,4,1
2020/21,16/04/2020,18,1,53,22,39,6,6,10,5,3
2020/21,16/04/2020,19,2,48,23,43,5,5,12,6,6
2020/21,16/04/2020,20,2,46,24,53,4,4,16,8,8
2020/21,16/04/2020,21,1,48,25,50,3,3,16,8,4
2020/21,16/04/2020,22,1,45,24,55,1,1,18,9,20
2020/21,16/04/2020,23,2,48,21,59,5,5,18,9,18
2020/21,16/04/2020,24,2,46,21,55,4,4,14,7,16
2020/21,16/04/2020,25,2,39,23,51,1,1,12,6,9
2020/21,16/04/2020,26,1,32,25,47,2,2,12,6,11
2020/21,16/04/2020,27,1,32,23,43,3,3,10,5,13
2020/21,16/04/2020,28,2,33,20,41,3,3,8,4,15
2020/21,16/04/2020,29,2,32,21,34,4,4,16,8,20
2020/21,16/04/2020,30,2,34,20,33,7,7,20,10,32
2020/21,16/04/2020,31,2,32,16,34,8,8,24,12,35
2020/21,16/04/2020,32,2,30,17,39,8,8,26,13,32
2020/21,16/04/2020,33,2,32,16,39,9,9,32,16,28
2020/21,16/04/2020,34,2,36,17,37,7,7,40,20,30
2020/21,16/04/2020,35,2,38,20,36,12,12,38,19,30
2020/21,16/04/2020,36,1,44,18,39,20,20,50,25,34
2020/21,16/04/2020,37,1,44,18,42,25,25,40,20,46
2020/21,16/04/2020,38,1,49,22,41,21,21,42,21,51
2020/21,16/04/2020,39,1,45,20,34,22,22,44,22,60
2020/21,16/04/2020,40,2,45,19,31,20,20,62,31,71
2020/21,16/04/2020,41,2,45,19,39,12,12,64,32,77
2020/21,16/04/2020,42,1,41,20,44,17,17,72,36,81
2020/21,16/04/2020,43,1,40,19,43,20,20,60,30,74
2020/21,16/04/2020,44,1,38,17,42,24,24,50,25,72
2020/21,16/04/2020,45,1,36,14,46,32,32,50,25,59
2020/21,16/04/2020,46,1,33,17,49,22,22,44,22,53
2020/21,16/04/2020,47,1,38,19,54,29,29,52,26,41
2020/21,16/04/2020,48,1,38,18,39,53,53,52,26,32
2020/21,17/04/2020,1,1,22,17,41,47,47,52,26,29
2020/21,17/04/2020,2,1,16,17,48,39,39,46,23,27
2020/21,17/04/2020,3,1,19,16,40,37,37,34,17,28
2020/21,17/04/2020,4,1,27,17,37,50,50,26,13,33
2020/21,17/04/2020,5,2,34,17,41,58,58,24,12,33
2020/21,17/04/2020,6,1,33,15,45,62,62,32,16,30
2020/21,17/04/2020,7,2,32,14,48,57,57,40,20,30
2020/21,17/04/2020,8,2,25,11,50,71,71,44,22,35
2020/21,17/04/2020,9,2,19,11,55,71,71,44,22,38
2020/21,17/04/2020,10,2,22,110,55,80,80,48,24,42
2020/21,17/04/2020,11,2,25,10,50,80,80,56,28,37
2020/21,17/04/2020,12,2,19,11,45,80,80,56,28,42
2020/21,17/04/2020,13,1,20,9,39,80,80,60,30,40
2020/21,17/04/2020,14,1,18,9,31,80,80,62,31,41
2020/21,17/04/2020,15,3,16,9,24,80,80,58,29,40
2020/21,17/04/2020,16,1,14,9,27,80,80,60,30,41
2020/21,17/04/2020,17,4,16,9,30,78,78,56,28,37
2020/21,17/04/2020,18,7,20,8,31,68,68,50,25,39
2020/21,17/04/2020,19,8,22,9,30,67,67,56,28,45
2020/21,17/04/2020,20,9,23,10,33,71,71,58,29,56
2020/21,17/04/2020,21,9,27,11,35,76,76,56,28,64
2020/21,17/04/2020,22,10,30,10,30,79,79,50,25,64
2020/21,17/04/2020,23,11,26,11,32,79,79,44,22,59
2020/21,17/04/2020,24,14,25,12,34,78,78,48,24,56
2020/21,17/04/2020,25,14,28,13,41,76,76,48,24,50
2020/21,17/04/2020,26,15,28,15,41,78,78,52,26,48
2020/21,17/04/2020,27,16,29,15,51,79,79,52,26,57
2020/21,17/04/2020,28,18,30,18,55,79,79,56,28,62
2020/21,17/04/2020,29,21,27,19,57,79,79,58,29,61
2020/21,17/04/2020,30,21,32,21,53,79,79,62,31,60
2020/21,17/04/2020,31,20,31,21,55,78,78,60,30,55
2020/21,17/04/2020,32,24,31,26,50,74,74,56,28,46
2020/21,17/04/2020,33,26,32,21,49,72,72,54,27,43
2020/21,17/04/2020,34,26,34,15,46,74,74,52,26,47
2020/21,17/04/2020,35,25,24,13,40,78,78,44,22,40
2020/21,17/04/2020,36,24,34,17,34,79,79,46,23,38
2020/21,17/04/2020,37,22,35,22,32,79,79,56,28,39
2020/21,17/04/2020,38,19,45,19,37,75,75,68,34,42
2020/21,17/04/2020,39,18,47,17,29,73,73,62,31,48
2020/21,17/04/2020,40,16,48,19,30,73,73,62,31,54
2020/21,17/04/2020,41,12,47,19,38,68,68,68,34,55
2020/21,17/04/2020,42,11,46,17,36,77,77,60,30,47
2020/21,17/04/2020,43,14,39,17,41,79,79,60,30,47
2020/21,17/04/2020,44,15,41,22,52,79,79,54,27,47
2020/21,17/04/2020,45,11,48,26,46,76,76,44,22,45
2020/21,17/04/2020,46,9,52,27,41,73,73,42,21,43
2020/21,17/04/2020,47,7,51,26,43,77,77,38,19,37
2020/21,17/04/2020,48,9,47,30,43,75,75,34,17,32
2020/21,18/04/2020,1,9,50,29,53,74,74,38,19,30
2020/21,18/04/2020,2,13,56,31,53,71,71,38,19,33
2020/21,18/04/2020,3,11,48,31,40,64,64,34,17,38
2020/21,18/04/2020,4,9,40,30,44,44,44,40,20,55
2020/21,18/04/2020,5,9,30,28,40,52,52,38,19,52
2020/21,18/04/2020,6,15,25,28,38,68,68,36,18,49
2020/21,18/04/2020,7,14,23,23,45,79,79,30,15,58
2020/21,18/04/2020,8,10,36,21,49,77,77,34,17,61
2020/21,18/04/2020,9,10,37,23,46,77,77,26,13,47
2020/21,18/04/2020,10,12,29,220,43,68,68,24,12,34
2020/21,18/04/2020,11,13,30,21,44,43,43,20,10,36
2020/21,18/04/2020,12,13,36,24,44,41,41,32,16,42
2020/21,18/04/2020,13,10,39,23,47,28,28,30,15,42
2020/21,18/04/2020,14,7,38,29,56,30,30,26,13,37
2020/21,18/04/2020,15,10,30,32,73,47,47,22,11,30
2020/21,18/04/2020,16,13,20,29,66,37,37,18,9,23
2020/21,18/04/2020,17,13,20,22,61,54,54,16,8,18
2020/21,18/04/2020,18,15,17,19,62,66,66,24,12,14
2020/21,18/04/2020,19,16,17,17,51,42,42,16,8,10
2020/21,18/04/2020,20,14,11,13,46,23,23,12,6,9
2020/21,18/04/2020,21,15,8,11,40,22,22,8,4,14
2020/21,18/04/2020,22,13,11,10,44,16,16,6,3,12
2020/21,18/04/2020,23,12,16,10,45,13,13,4,2,10
2020/21,18/04/2020,24,19,13,9,46,13,13,2,1,8
2020/21,18/04/2020,25,19,14,9,39,9,9,2,1,12
2020/21,18/04/2020,26,17,17,10,32,8,8,4,2,15
2020/21,18/04/2020,27,19,16,9,26,9,9,6,3,20
2020/21,18/04/2020,28,12,10,8,22,11,11,4,2,17
2020/21,18/04/2020,29,12,8,8,17,11,11,4,2,12
2020/21,18/04/2020,30,12,6,7,15,10,10,4,2,13
2020/21,18/04/2020,31,14,10,4,31,13,13,8,4,15
2020/21,18/04/2020,32,16,12,4,41,20,20,10,5,13
2020/21,18/04/2020,33,16,12,7,48,17,17,10,5,18
2020/21,18/04/2020,34,18,12,8,50,14,14,16,8,19
2020/21,18/04/2020,35,13,16,10,45,16,16,16,8,32
2020/21,18/04/2020,36,14,16,10,40,15,15,16,8,27
2020/21,18/04/2020,37,12,14,12,36,10,10,16,8,24
2020/21,18/04/2020,38,12,14,11,39,8,8,20,10,20
2020/21,18/04/2020,39,9,13,15,38,11,11,20,10,18
2020/21,18/04/2020,40,12,13,12,36,17,17,26,13,15
2020/21,18/04/2020,41,5,8,7,33,13,13,24,12,15
2020/21,18/04/2020,42,9,8,8,32,7,7,28,14,21
2020/21,18/04/2020,43,11,5,5,29,7,7,22,11,22
2020/21,18/04/2020,44,6,10,7,28,5,5,20,10,23
2020/21,18/04/2020,45,8,4,7,27,7,7,22,11,31
2020/21,18/04/2020,46,17,3,4,28,9,9,20,10,35
2020/21,18/04/2020,47,11,5,4,22,8,8,32,16,28
2020/21,18/04/2020,48,9,4,4,15,8,8,36,18,28
2020/21,19/04/2020,1,9,9,3,17,8,8,32,16,21
2020/21,19/04/2020,2,7,6,3,21,9,9,32,16,21
2020/21,19/04/2020,3,8,7,4,21,18,18,36,18,27
2020/21,19/04/2020,4,7,9,12,25,42,42,28,14,26
2020/21,19/04/2020,5,2,12,11,26,45,45,22,11,26
